# datapoints = 205
2.480233e+05, 4.550000e+14, 1.336125e-02, 1.616410e-03
3.404713e+05, 4.550000e+14, 7.759736e-03, 1.185475e-03
5.457370e+04, 3.720000e+14, 1.485173e-01, 5.372015e-03
1.543657e+05, 3.720000e+14, 3.279268e-02, 2.608672e-03
5.759770e+04, 3.720000e+14, 1.223987e-01, 5.508851e-03
1.446889e+05, 3.720000e+14, 3.979028e-02, 3.501113e-03
5.872090e+04, 4.550000e+14, 1.287796e-01, 2.350492e-03
6.641050e+04, 4.550000e+14, 1.132001e-01, 2.066135e-03
4.961641e+05, 4.550000e+14, 3.117791e-03, 2.743318e-04
5.823049e+05, 4.550000e+14, 2.156984e-03, 1.897912e-04
6.707785e+05, 4.550000e+14, 1.636240e-03, 1.439714e-04
9.855130e+04, 5.450000e+14, 5.974402e-02, 4.752662e-03
9.855130e+04, 4.550000e+14, 6.696486e-02, 4.181151e-03
9.889690e+04, 5.450000e+14, 6.550802e-02, 4.653271e-03
9.889690e+04, 4.550000e+14, 6.454267e-02, 3.469997e-03
9.924250e+04, 5.450000e+14, 6.255967e-02, 3.906100e-03
9.924250e+04, 4.550000e+14, 6.163777e-02, 4.903311e-03
3.315168e+05, 4.550000e+14, 8.200625e-03, 1.496783e-04
3.322944e+05, 3.720000e+14, 8.949050e-03, 8.204539e-05
5.063904e+05, 5.450000e+14, 2.912691e-03, 1.053549e-04
6.909408e+05, 5.450000e+14, 1.433159e-03, 7.705071e-05
5.847093e+04, 5.450000e+14, 1.103302e-01, 1.313155e-03
6.048114e+04, 5.450000e+14, 1.051706e-01, 1.347414e-03
6.231750e+04, 5.450000e+14, 1.040146e-01, 1.143283e-03
6.418448e+04, 5.450000e+14, 1.007151e-01, 1.381863e-03
6.609369e+04, 5.450000e+14, 9.716155e-02, 1.244805e-03
6.789535e+04, 5.450000e+14, 9.618214e-02, 1.407000e-03
6.971239e+04, 5.450000e+14, 9.109498e-02, 1.084217e-03
7.230694e+04, 5.450000e+14, 8.934998e-02, 1.144725e-03
7.406448e+04, 5.450000e+14, 8.415781e-02, 1.231102e-03
7.582458e+04, 5.450000e+14, 8.384834e-02, 1.226575e-03
7.758361e+04, 5.450000e+14, 7.948670e-02, 1.306916e-03
7.934143e+04, 5.450000e+14, 7.717817e-02, 1.199012e-03
8.112599e+04, 5.450000e+14, 7.810781e-02, 1.284244e-03
8.288768e+04, 5.450000e+14, 7.323091e-02, 1.270367e-03
8.748830e+04, 5.450000e+14, 6.846907e-02, 1.743172e-03
8.894878e+04, 5.450000e+14, 6.853216e-02, 1.744778e-03
9.040865e+04, 5.450000e+14, 6.348841e-02, 1.673328e-03
1.403945e+05, 5.450000e+14, 3.422114e-02, 1.237812e-03
1.430771e+05, 5.450000e+14, 3.298333e-02, 8.693227e-04
1.529326e+05, 5.450000e+14, 2.950492e-02, 7.776444e-04
1.634331e+05, 5.450000e+14, 2.598331e-02, 1.554941e-03
1.715774e+05, 5.450000e+14, 2.365345e-02, 1.230410e-03
1.748035e+05, 5.450000e+14, 2.515906e-02, 3.843615e-03
2.592925e+05, 5.450000e+14, 1.187666e-02, 8.639472e-04
3.161695e+05, 5.450000e+14, 7.162992e-03, 3.663489e-04
3.336799e+05, 5.450000e+14, 6.853216e-03, 3.024148e-04
4.101569e+05, 5.450000e+14, 3.783506e-03, 3.708350e-04
5.445653e+04, 3.720000e+14, 1.375869e-01, 2.012688e-03
5.548556e+04, 3.720000e+14, 1.360746e-01, 1.990566e-03
5.700068e+04, 3.720000e+14, 1.332223e-01, 2.069693e-03
5.958954e+04, 3.720000e+14, 1.235313e-01, 2.142949e-03
6.141720e+04, 3.720000e+14, 1.249042e-01, 1.827160e-03
6.322080e+04, 3.720000e+14, 1.179715e-01, 1.939680e-03
6.514784e+04, 3.720000e+14, 1.148622e-01, 1.992562e-03
6.698692e+04, 3.720000e+14, 1.125582e-01, 2.156149e-03
6.881926e+04, 3.720000e+14, 1.116290e-01, 2.239148e-03
7.058461e+04, 3.720000e+14, 1.043703e-01, 2.469655e-03
7.132471e+04, 3.720000e+14, 1.039865e-01, 1.991951e-03
7.318296e+04, 3.720000e+14, 1.015259e-01, 1.944817e-03
7.494281e+04, 3.720000e+14, 9.921491e-02, 1.990136e-03
7.670435e+04, 3.720000e+14, 9.344949e-02, 1.790106e-03
7.846392e+04, 3.720000e+14, 9.362179e-02, 2.046787e-03
8.021951e+04, 3.720000e+14, 8.965550e-02, 1.960075e-03
8.200494e+04, 3.720000e+14, 8.206859e-02, 2.163035e-03
8.675809e+04, 3.720000e+14, 8.131618e-02, 2.579523e-03
8.967678e+04, 3.720000e+14, 7.737078e-02, 2.729861e-03
9.113811e+04, 3.720000e+14, 7.567927e-02, 2.871633e-03
1.387874e+05, 3.720000e+14, 4.113173e-02, 2.709995e-03
1.417490e+05, 3.720000e+14, 4.220627e-02, 2.047817e-03
1.516073e+05, 3.720000e+14, 3.727151e-02, 1.215556e-03
1.621175e+05, 3.720000e+14, 3.146132e-02, 2.794670e-03
1.699378e+05, 3.720000e+14, 3.157744e-02, 1.532114e-03
1.731969e+05, 3.720000e+14, 3.108687e-02, 2.181602e-03
1.762666e+05, 3.720000e+14, 2.624079e-02, 1.661072e-03
2.570396e+05, 3.720000e+14, 1.299502e-02, 1.508805e-03
3.132348e+05, 3.720000e+14, 1.160318e-02, 1.299864e-03
3.298830e+05, 3.720000e+14, 9.848656e-03, 6.149303e-04
4.065182e+05, 3.720000e+14, 5.584406e-03, 5.007403e-04
5.568912e+04, 5.450000e+14, 1.134213e-01, 2.070171e-03
5.614704e+04, 5.450000e+14, 1.144707e-01, 1.882121e-03
5.881680e+04, 5.450000e+14, 1.061438e-01, 2.129120e-03
6.168528e+04, 5.450000e+14, 1.031560e-01, 1.882809e-03
6.423408e+04, 5.450000e+14, 9.924176e-02, 1.990674e-03
6.626448e+04, 5.450000e+14, 9.143121e-02, 1.586095e-03
6.828624e+04, 5.450000e+14, 9.236224e-02, 1.769278e-03
7.028208e+04, 5.450000e+14, 8.691494e-02, 1.586376e-03
7.230384e+04, 5.450000e+14, 8.659533e-02, 1.971150e-03
7.632144e+04, 5.450000e+14, 7.549087e-02, 1.786298e-03
7.866288e+04, 5.450000e+14, 7.632986e-02, 1.599949e-03
8.103024e+04, 5.450000e+14, 7.242599e-02, 2.232887e-03
8.281872e+04, 5.450000e+14, 7.479877e-02, 1.971429e-03
8.461584e+04, 5.450000e+14, 7.058208e-02, 2.049915e-03
8.638704e+04, 5.450000e+14, 6.313853e-02, 2.227707e-03
1.379160e+05, 5.450000e+14, 3.277136e-02, 1.733307e-03
1.386331e+05, 5.450000e+14, 3.256075e-02, 1.321946e-03
1.561896e+05, 5.450000e+14, 2.725803e-02, 1.250778e-03
1.569672e+05, 5.450000e+14, 2.634477e-02, 1.232012e-03
1.730635e+05, 5.450000e+14, 2.201377e-02, 1.918473e-03
5.406480e+04, 4.550000e+14, 1.300909e-01, 2.609473e-03
5.454000e+04, 4.550000e+14, 1.285426e-01, 1.763670e-03
5.648400e+04, 4.550000e+14, 1.220807e-01, 2.007244e-03
5.695056e+04, 4.550000e+14, 1.206277e-01, 1.874028e-03
5.930928e+04, 4.550000e+14, 1.198525e-01, 1.644437e-03
5.978448e+04, 4.550000e+14, 1.170165e-01, 1.817925e-03
6.081264e+04, 4.550000e+14, 1.136179e-01, 1.558897e-03
6.124464e+04, 4.550000e+14, 1.116470e-01, 1.531854e-03
6.213456e+04, 4.550000e+14, 1.098113e-01, 1.406869e-03
6.328368e+04, 4.550000e+14, 1.106234e-01, 1.718605e-03
6.373296e+04, 4.550000e+14, 1.062299e-01, 1.457529e-03
6.468336e+04, 4.550000e+14, 1.063278e-01, 1.458872e-03
6.582384e+04, 4.550000e+14, 1.061321e-01, 1.263190e-03
6.671376e+04, 4.550000e+14, 1.032397e-01, 1.510242e-03
6.784560e+04, 4.550000e+14, 1.007968e-01, 1.930851e-03
6.871824e+04, 4.550000e+14, 9.777930e-02, 1.607682e-03
6.984144e+04, 4.550000e+14, 9.859320e-02, 1.710337e-03
7.074000e+04, 4.550000e+14, 9.804985e-02, 1.700912e-03
7.186320e+04, 4.550000e+14, 9.528992e-02, 1.825361e-03
7.331472e+04, 4.550000e+14, 9.192782e-02, 1.594710e-03
7.468848e+04, 4.550000e+14, 8.934020e-02, 1.225794e-03
7.677072e+04, 4.550000e+14, 8.453702e-02, 1.619380e-03
7.821360e+04, 4.550000e+14, 8.674550e-02, 1.740014e-03
8.058096e+04, 4.550000e+14, 8.407114e-02, 1.534471e-03
8.232624e+04, 4.550000e+14, 8.223315e-02, 1.500924e-03
8.411472e+04, 4.550000e+14, 7.583103e-02, 1.315472e-03
8.589456e+04, 4.550000e+14, 7.451556e-02, 1.360062e-03
8.688816e+04, 4.550000e+14, 7.824326e-02, 1.428100e-03
8.749296e+04, 4.550000e+14, 6.928623e-02, 1.639481e-03
1.393070e+05, 4.550000e+14, 3.440701e-02, 9.992826e-04
1.400155e+05, 4.550000e+14, 3.559975e-02, 1.033923e-03
1.546171e+05, 4.550000e+14, 3.072182e-02, 8.097175e-04
1.553256e+05, 4.550000e+14, 3.103466e-02, 7.064350e-04
1.709381e+05, 4.550000e+14, 2.728016e-02, 9.867501e-04
1.719403e+05, 4.550000e+14, 2.639046e-02, 1.234149e-03
5.758992e+04, 3.720000e+14, 1.244449e-01, 2.944668e-03
5.835888e+04, 3.720000e+14, 1.269922e-01, 2.202986e-03
6.037200e+04, 3.720000e+14, 1.211649e-01, 2.321019e-03
6.282576e+04, 3.720000e+14, 1.190630e-01, 1.957628e-03
6.538320e+04, 3.720000e+14, 1.068998e-01, 2.337075e-03
6.740496e+04, 3.720000e+14, 1.072944e-01, 1.666886e-03
6.940080e+04, 3.720000e+14, 1.023710e-01, 2.238065e-03
7.142256e+04, 3.720000e+14, 9.958111e-02, 1.907562e-03
7.421328e+04, 3.720000e+14, 9.704585e-02, 1.858997e-03
7.751376e+04, 3.720000e+14, 9.073544e-02, 1.656108e-03
8.014896e+04, 3.720000e+14, 8.382566e-02, 1.908105e-03
8.182512e+04, 3.720000e+14, 8.452340e-02, 1.923987e-03
8.361360e+04, 3.720000e+14, 8.154117e-02, 1.929463e-03
8.540208e+04, 3.720000e+14, 8.086805e-02, 2.565308e-03
1.439208e+05, 3.720000e+14, 3.625576e-02, 2.075370e-03
1.449144e+05, 3.720000e+14, 3.806948e-02, 2.704213e-03
6.243610e+04, 4.800000e+09, 1.100000e-01, 6.900000e-02
6.243610e+04, 8.600000e+09, 1.040000e-01, 7.400000e-02
2.862121e+05, 8.600000e+09, 2.270000e-01, 3.000000e-02
4.529641e+05, 8.600000e+09, 2.020000e-01, 3.100000e-02
6.231721e+05, 8.600000e+09, 1.380000e-01, 3.200000e-02
7.968361e+05, 4.800000e+09, 1.770000e-01, 3.600000e-02
7.968361e+05, 8.600000e+09, 1.270000e-01, 3.100000e-02
1.291908e+06, 8.600000e+09, 8.200000e-02, 3.200000e-02
3.133041e+04, 1.080000e+18, 2.635460e-04, 2.652300e-05
3.635072e+04, 1.080000e+18, 2.231300e-04, 2.231300e-05
4.179291e+04, 1.080000e+18, 1.839770e-04, 1.852400e-05
4.765697e+04, 1.080000e+18, 1.254580e-04, 1.684000e-05
5.398510e+04, 1.080000e+18, 1.330360e-04, 1.810300e-05
6.081947e+04, 1.080000e+18, 1.010400e-04, 1.347200e-05
6.816010e+04, 1.080000e+18, 1.140910e-04, 1.641900e-05
7.609135e+04, 1.080000e+18, 6.820200e-05, 9.262000e-06
8.469760e+04, 1.080000e+18, 6.651800e-05, 8.840999e-06
9.397884e+04, 1.080000e+18, 5.599300e-05, 6.736000e-06
1.040195e+05, 1.080000e+18, 4.336300e-05, 5.894000e-06
1.148617e+05, 1.080000e+18, 3.325900e-05, 5.473000e-06
1.265476e+05, 1.080000e+18, 3.704800e-05, 5.894000e-06
1.391617e+05, 1.080000e+18, 3.873200e-05, 5.894000e-06
1.527882e+05, 1.080000e+18, 3.199600e-05, 5.473000e-06

# data points are now in format t(s), nu (Hz), F_nu (mJy), D F_nu (mJy)

